1420,410,2840,32,1024
870,70,1740,128,512
1550,360,3100,256,1024
990,210,1980,128,4096
1200,390,2400,32,1024
1720,360,3440,64,1024
1170,270,2340,256,2048
890,200,1780,32,2048
1030,240,2060,128,2048
1170,450,2340,128,1024
300,110,600,64,1024
550,60,1100,256,1024
520,110,1040,512,512
570,175,1140,1024,4096
1280,230,2560,512,1024
570,140,1140,64,2048
590,122,1180,32,512
1330,280,2660,512,4096
1200,280,2400,64,4096
610,80,1220,64,1024
1430,400,2860,256,2048
1120,440,2240,256,2048
1800,70,3600,1024,4096
860,320,1720,512,4096
1360,340,2720,64,4096
1920,190,3840,64,512
1750,430,3500,512,1024
470,97,940,64,512
1200,170,2400,256,4096
1520,460,3040,64,2048
1980,180,3960,32,1024
1420,500,2840,256,512
460,107,920,256,1024
1480,50,2960,256,4096
690,100,1380,512,4096
1020,160,2040,256,1024
1210,470,2420,512,2048
1590,110,3180,64,2048
1110,340,2220,256,1024
1410,300,2820,1024,1024
1320,280,2640,256,2048
640,110,1280,128,4096
1520,450,3040,256,2048
1500,290,3000,1024,4096
1780,330,3560,512,512
1370,430,2740,1024,4096
480,97,960,64,512
1420,120,2840,64,1024
1070,160,2140,256,1024
700,170,1400,32,1024
1430,370,2860,1024,4096
1590,250,3180,256,2048
560,160,1120,64,1024
1800,420,3600,256,1024
1970,220,3940,512,1024
1800,330,3600,128,512
520,107,1040,32,4096
710,100,1420,32,1024
520,120,1040,32,4096
1380,130,2760,64,4096
1070,270,2140,64,512
560,145,1120,128,2048
1470,280,2940,32,4096
670,245,1340,1024,512
1400,230,2800,256,2048
520,190,1040,256,4096
350,122,700,128,512
940,270,1880,512,2048
470,120,940,64,1024
720,280,1440,32,2048
1650,340,3300,128,4096
700,50,1400,128,2048
1290,310,2580,256,1024
1330,280,2660,128,2048
1270,500,2540,64,2048
1030,370,2060,64,512
650,120,1300,32,1024
1250,130,2500,64,512
1180,160,2360,1024,2048
350,95,700,1024,1024
1650,70,3300,32,512
1250,390,2500,64,4096
940,110,1880,128,2048
1070,90,2140,256,4096
610,150,1220,32,512
580,185,1160,64,2048
680,155,1360,512,1024
1380,460,2760,512,2048
870,90,1740,1024,2048
750,180,1500,128,4096
950,260,1900,512,2048
1760,290,3520,128,2048
1160,80,2320,1024,4096
790,210,1580,1024,4096
1130,100,2260,512,2048
950,320,1900,64,1024
1340,260,2680,1024,512
1480,490,2960,64,512
820,170,1640,64,512
1940,310,3880,1024,512
1830,270,3660,128,2048
1730,60,3460,256,512
600,175,1200,32,4096
590,175,1180,128,512
2000,220,4000,32,512
740,250,1480,128,512
450,170,900,64,1024
1890,390,3780,32,2048
990,245,1980,64,4096
370,122,740,1024,4096
1700,200,3400,128,512
550,120,1100,1024,1024
1770,150,3540,512,1024
260,80,520,64,2048
1360,450,2720,256,2048
890,190,1780,64,1024
1570,310,3140,128,1024
1720,320,3440,512,1024
500,140,1000,512,2048
1450,400,2900,64,2048
460,180,920,128,512
1920,290,3840,256,4096
1680,240,3360,512,2048
570,70,1140,1024,1024
1880,350,3760,256,4096
1000,280,2000,32,4096
1590,470,3180,256,4096
370,130,740,64,2048
1430,320,2860,512,4096
370,110,740,1024,2048
1910,490,3820,1024,1024
630,220,1260,32,2048
1400,450,2800,256,2048
1200,100,2400,32,512
1670,140,3340,256,1024
