# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 16 10 489.5 0.001024 4096 4.56039e-41 4340 18240 4.05302 281.41 130.848 416.366 416.42
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 18 10 489.5 0.001024 4096 4.58841e-41 4340 18216 4.04915 339.63 130.772 474.504 474.561
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 20 10 489.5 0.001024 4096 4.56081e-41 4340 18240 4.05427 351.757 130.918 486.783 486.838
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 24 10 489.5 0.001024 4096 4.55688e-41 4340 18240 4.05437 326.615 131.007 461.732 461.789
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 25 10 489.5 0.001024 4096 4.56039e-41 4340 18200 4.05098 330.306 130.926 465.339 465.394
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 28 10 489.5 0.001024 4096 4.5723e-41 4340 18144 4.02842 338.148 130.666 472.893 472.947
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 30 10 489.5 0.001024 4096 4.58e-41 4340 18120 4.03267 338.559 130.582 473.227 473.285
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 32 10 489.5 0.001024 4096 4.59079e-41 4340 18176 4.05325 331.641 130.929 466.677 466.735
# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total 
1 4 2 48 10 489.5 0.001024 4096 4.58883e-41 4340 18048 4.03466 332.175 130.596 466.855 466.91
